"artist","album","song","popularity","duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","genre"
"Clean Bandit;Sean Paul;Anne-Marie","Feeling Good","Rockabye",1,250456,0.724,0.759,-3.996,0.0544,0.411,0,0.437,0.765,101.943,"house"
"Calvin Harris;Pharrell Williams;Katy Perry;Big Sean","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",46,223413,0.893,0.734,-3.107,0.0556,0.0649,0,0.143,0.875,101.02,"house"
"Calvin Harris;Frank Ocean;Migos","Slide (feat. Frank Ocean & Migos)","Slide (feat. Frank Ocean & Migos)",72,230813,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,"house"
"Travis Scott","ASTROWORLD","CAN'T SAY",76,198408,0.702,0.708,-5.366,0.0547,0.201,0,0.118,0.713,147.98,"house"
"The Chainsmokers;ROZES","Roses","Roses",74,226738,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,"house"
"Galantis","Pharmacy","Runaway (U & I)",75,227073,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,"house"
"Calvin Harris","18 Months","Feel So Close - Radio Edit",80,206413,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,"house"
"Travis Scott","ASTROWORLD","BUTTERFLY EFFECT",56,190557,0.764,0.628,-5.851,0.0503,0.053,0,0.114,0.196,140.963,"house"
"Ben Böhmer;Nils Hoffmann;Malou","Breathing","Breathing",67,222605,0.598,0.561,-11.421,0.0511,0.0229,0.557,0.109,0.0385,182.988,"house"
"The Chainsmokers;Ship Wrek","So Far So Good","The Fall",68,196021,0.664,0.939,-4.699,0.0354,0.011,0.0142,0.167,0.285,121.979,"house"
"Anne-Marie;Niall Horan","Our Song","Our Song",69,163733,0.595,0.759,-4.245,0.0423,0.141,0,0.172,0.515,80.953,"house"
"Zedd;Maren Morris;BEAUZ","Make You Say","Make You Say",75,206000,0.687,0.61,-4.713,0.0499,0.351,0,0.175,0.649,128.15,"house"
"Loud Luxury;Brando","Body","Body",75,163216,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,"house"
"FISHER","Losing It","Losing It",75,248035,0.76,0.964,-5.844,0.0577,0.00181,0.703,0.0975,0.643,125.003,"house"
"The Chainsmokers","Sick Boy","Sick Boy",69,193200,0.663,0.577,-7.518,0.0531,0.109,0,0.12,0.454,89.996,"house"
"Calvin Harris;Justin Timberlake;Halsey;Pharrell Williams","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",80,229282,0.81,0.733,-6.338,0.0444,0.276,6.73e-06,0.288,0.9,125.975,"house"
"The Chainsmokers","So Far So Good","Riptide",65,171359,0.717,0.734,-5.712,0.0426,0.28,0.000101,0.147,0.894,91.014,"house"
"R3HAB;HRVY","Be Okay (with HRVY)","Be Okay (with HRVY)",51,141600,0.73,0.558,-6.535,0.0786,0.0179,0,0.128,0.618,100.066,"house"
"KSHMR;DIVINE;LIT killah;Jeremy Oceans;Karra","Lion Heart (feat. Jeremy Oceans & KARRA)","Lion Heart (feat. Jeremy Oceans & KARRA)",51,186947,0.699,0.866,-3.842,0.187,0.0398,1.77e-06,0.0505,0.569,95.063,"house"
"MEDUZA;Alok;Goodboys","Piece Of Your Heart (Alok Remix)","Piece Of Your Heart - Alok Remix",75,166451,0.797,0.86,-4.38,0.0413,0.0312,0.0137,0.334,0.192,124.033,"house"
"NOTD;Astrid S","I Don't Know Why","I Don't Know Why",69,207667,0.499,0.898,-4.181,0.124,0.124,7.2e-06,0.0832,0.618,120.04,"house"
"Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Like Mike","Instagram","Instagram",66,184558,0.765,0.906,-2.097,0.0965,0.125,0,0.423,0.95,96.071,"house"
"NEIKED;Anne-Marie;Latto","I Just Called","I Just Called",73,150560,0.626,0.849,-3.662,0.123,0.0732,0,0.593,0.898,138.997,"house"
"Riton;Nightcrawlers;Mufasa & Hypeman;Dopamine","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",82,169153,0.824,0.862,-3.424,0.126,0.0076,0.000132,0.303,0.801,122.98,"house"
"Astrid S","Rainy Day Chill","Hurts So Good - Slow + Reverb",54,262936,0.611,0.533,-7.746,0.0397,0.0562,0,0.0923,0.288,95.046,"house"
"Dillon Francis;DJ Snake","Money Sucks, Friends Rule","Get Low",61,212773,0.674,0.932,-4.424,0.0859,0.0282,0.71,0.684,0.728,101.033,"house"
"Gryffin;Elley Duhé","Tie Me Down (with Elley Duhé)","Tie Me Down (with Elley Duhé)",65,218295,0.548,0.839,-2.371,0.0644,0.135,0,0.102,0.314,98.932,"house"
"Surf Mesa;Madison Beer","Carried Away (Love To Love) (with Madison Beer)","Carried Away (Love To Love) (with Madison Beer)",64,182653,0.518,0.683,-5.295,0.0364,0.346,0,0.311,0.304,141.971,"house"
"Zara Larsson;MNEK","So Good","Never Forget You",74,213427,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,"house"
"Alok;Ella Eyre;Kenny Dope;Never Dull","Deep Down (feat. Never Dull)","Deep Down (feat. Never Dull)",84,165752,0.687,0.818,-4.221,0.0778,0.0112,0,0.248,0.886,125.952,"house"
"Clean Bandit;Mabel;24kGoldn","Tick Tock (feat. 24kGoldn)","Tick Tock (feat. 24kGoldn)",73,178373,0.779,0.705,-3.895,0.0344,0.369,7.91e-06,0.124,0.946,101.022,"house"
"Steve Aoki;BTS","Waste It On Me (feat. BTS)","Waste It On Me",59,192536,0.669,0.684,-4.595,0.0585,0.252,0,0.72,0.466,96.097,"house"
"Alesso;Marshmello;James Bay","Chasing Stars (feat. James Bay)","Chasing Stars (feat. James Bay)",72,170457,0.594,0.64,-6.865,0.033,0.0169,0,0.135,0.492,92.871,"house"
"Armin van Buuren;Hardwell","Ping Pong (Hardwell Remix)","Ping Pong - Hardwell Remix",55,180923,0.575,0.985,-3.493,0.0747,0.00379,0.155,0.0471,0.0762,129.956,"house"
"Alan Walker;Ruben","Heading Home","Heading Home",59,184889,0.73,0.789,-3.982,0.034,0.0269,0,0.129,0.106,107.981,"house"
"Jonas Blue;Liam Payne;Lennon Stella","Blue","Polaroid",67,193377,0.652,0.898,-4.481,0.0361,0.29,0,0.073,0.472,114.043,"house"
"HRVY","Million Ways","Million Ways",61,169887,0.645,0.803,-4.819,0.034,0.0312,0,0.13,0.471,106.03,"house"
"Jax Jones;MNEK","Where Did You Go (feat. MNEK)","Where Did You Go? (feat. MNEK)",83,177689,0.763,0.782,-4.541,0.0346,0.182,7.08e-06,0.293,0.502,127.034,"house"
"Alan Walker;Julie Bergan","Different World","I Don't Wanna Go",60,161666,0.423,0.751,-5.632,0.272,0.136,0,0.243,0.522,148.773,"house"
"Alan Walker;Georgia Ku","Don't You Hold Me Down","Don't You Hold Me Down",66,132597,0.773,0.839,-4.046,0.0566,0.0276,0.00797,0.132,0.303,123.975,"house"
"Elderbrook","All Out Alternative","Back to My Bed",0,202106,0.771,0.729,-7.554,0.0372,0.313,0.00452,0.236,0.689,124.047,"house"
"Elderbrook","Here to Forever - All New Indie","Back to My Bed",0,202106,0.771,0.729,-7.554,0.0372,0.313,0.00452,0.236,0.689,124.047,"house"
"Elderbrook","Mellow Electronic Pop","Back to My Bed",0,202106,0.771,0.729,-7.554,0.0372,0.313,0.00452,0.236,0.689,124.047,"house"
"NOTD;shy martin","Keep You Mine","Keep You Mine",68,174760,0.81,0.788,-3.663,0.0447,0.267,0.000172,0.196,0.845,135.991,"house"
"Elderbrook;Emmit Fenn","House Anthems","I'll Find My Way to You",1,264045,0.795,0.474,-8.166,0.0642,0.0213,0.758,0.0967,0.477,120.017,"house"
"Kygo;DNCE","Dancing Feet (feat. DNCE)","Dancing Feet (feat. DNCE)",79,215203,0.75,0.797,-4.826,0.118,0.293,0,0.392,0.523,105.949,"house"
"Elderbrook;Emmit Fenn","EDM Hits","I'll Find My Way to You",0,264045,0.795,0.474,-8.166,0.0642,0.0213,0.758,0.0967,0.477,120.017,"house"
"Jess Glynne;Jax Jones","Hot Mix Pop","One Touch",1,197875,0.686,0.692,-6.244,0.117,0.334,0,0.134,0.7,124.29,"house"
"Jess Glynne","Running Songs","Hold My Hand",1,227343,0.65,0.823,-5.717,0.0289,0.00159,0,0.0776,0.432,123.018,"house"
"Jess Glynne","Happy Commute","Rollin",0,218040,0.716,0.752,-3.504,0.0533,0.000804,0,0.0757,0.708,117.025,"house"
"Jess Glynne","New Pop Icons","Rollin",0,218040,0.716,0.752,-3.504,0.0533,0.000804,0,0.0757,0.708,117.025,"house"
"Kavinsky","Nightcall","Nightcall",73,258413,0.532,0.874,-5.183,0.0482,0.00842,0.012,0.452,0.361,91.038,"house"
"Zedd;Foxes","Clarity","Clarity",75,271426,0.509,0.781,-3.48,0.072,0.0398,0,0.0749,0.176,128,"house"
"Dimitri Vegas & Like Mike;Dimitri Vegas;Wiz Khalifa","When I Grow Up (feat. Wiz Khalifa)","When I Grow Up (feat. Wiz Khalifa)",55,195506,0.642,0.655,-5.222,0.0489,0.0268,0,0.112,0.156,80.997,"house"
"Martin Garrix;Khalid","Ocean (feat. Khalid)","Ocean (feat. Khalid)",69,216419,0.506,0.693,-7.265,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,"house"
"Steve Aoki;Louis Tomlinson","Just Hold On","Just Hold On",63,198774,0.647,0.932,-3.515,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,"house"
"MEDUZA;Goodboys","Piece Of Your Heart","Piece Of Your Heart",77,152913,0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,"house"
"Zedd;Katy Perry","365","365",66,181899,0.745,0.693,-5.479,0.034,0.339,0,0.123,0.248,98.039,"house"
"Mike Perry;shy martin","The Ocean (feat. Shy Martin)","The Ocean (feat. Shy Martin)",72,183414,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037,"house"
"Tiësto;Black Eyed Peas","Pump It Louder","Pump It Louder",76,158571,0.66,0.942,-2.273,0.185,0.00789,1.76e-05,0.834,0.543,126.017,"house"
"Calvin Harris;John Newman","Motion","Blame (feat. John Newman)",76,212960,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,"house"
"MEDUZA;Hozier","Tell It To My Heart","Tell It To My Heart",76,165524,0.539,0.715,-6.639,0.0595,0.0265,0,0.609,0.489,123.854,"house"
"Tiësto;Sevenn;Gucci Mane","BOOM","BOOM",69,179512,0.886,0.84,-3.386,0.0502,0.0164,0.00622,0.329,0.203,123.035,"house"
"Chester Young;Castion","PYRO","PYRO",61,148364,0.718,0.977,-1.824,0.0668,0.143,0.0318,0.374,0.259,125.983,"house"
"Alan Walker;Gavin James","Tired","Tired",64,192111,0.69,0.876,-4.159,0.059,0.0428,0,0.147,0.493,123.994,"house"
"Alan Walker","Alone","Alone",63,161200,0.676,0.929,-3.194,0.0458,0.186,0.000405,0.121,0.157,97.019,"house"
"Alok;Sigala;Ellie Goulding","All By Myself","All By Myself",76,171747,0.662,0.848,-4.338,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,"house"
"Tez Cadey","Seve (Slow Version)","Seve - Slow Version",53,333333,0.732,0.501,-10.626,0.0475,0.232,0.191,0.0937,0.334,152.634,"house"
"Alesso;Tove Lo","Forever","Heroes (we could be)",72,210013,0.503,0.748,-4.124,0.0619,0.0305,0,0.343,0.356,125.896,"house"
"Zara Larsson;Sabrina Carpenter","WOW (feat. Sabrina Carpenter) [Remix]","WOW (feat. Sabrina Carpenter) - Remix",66,179652,0.702,0.744,-4.063,0.0861,0.469,0,0.0915,0.305,77.486,"house"
"KSHMR;Yves V;Krewella;RANDALL","No Regrets (feat. Krewella) [RANDALL Remix]","No Regrets (feat. Krewella) - RANDALL Remix",46,250105,0.553,0.846,-5.146,0.0673,0.0283,0.000319,0.0616,0.488,95.046,"house"
"Dimitri Vegas & Like Mike;David Guetta;Dimitri Vegas;Kiiara","Complicated (feat. Kiiara)","Complicated (feat. Kiiara)",59,184247,0.678,0.819,-3.306,0.0313,0.191,0,0.159,0.499,90.004,"house"
"Alan Walker;Au/Ra;Tomine Harket","Darkside","Darkside",62,211866,0.425,0.642,-5.06,0.0502,0.164,0,0.118,0.112,170.008,"house"
"Cheat Codes;Russell Dickerson","I Remember","I Remember",75,168117,0.57,0.737,-4.27,0.0685,0.0314,0,0.248,0.621,100.052,"house"
"K-391;RØRY","Aurora","Aurora",61,164166,0.498,0.689,-5.849,0.0772,0.0784,0,0.188,0.176,143.804,"house"
"Swedish House Mafia;Connie Constance","Paradise Again","Heaven Takes You Home (feat. Connie Constance)",79,214071,0.665,0.738,-5.931,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,"house"
"Rita Ora","Phoenix (Deluxe)","Let You Love Me",56,190013,0.521,0.861,-3.138,0.319,0.261,0,0.0682,0.473,191.618,"house"
"Stromae","Cheese","Alors on danse - Radio Edit",78,206066,0.791,0.59,-9.206,0.0793,0.0994,0.00203,0.065,0.714,119.951,"house"
"Fly By Midnight","Silver Crane","Tomorrow",64,185474,0.568,0.669,-5.698,0.037,0.112,0,0.115,0.405,149.969,"house"
"Lost Frequencies;Janieck","Less Is More","Reality",70,159480,0.714,0.697,-7.887,0.032,0.0197,2e-06,0.0697,0.602,122.145,"house"
"LUM!X;Gabry Ponte","Monster","Monster",72,154226,0.83,0.794,-6.279,0.432,0.0253,0.0248,0.106,0.607,128.16,"house"
"Fly By Midnight","Happy About Everything Else...","Love Me Like a Friend",65,202266,0.713,0.764,-5.57,0.0294,0.0718,0,0.0708,0.962,125.052,"house"
"KSHMR;Jeremy Oceans","One More Round (Free Fire Booyah Day Theme Song)","One More Round (Free Fire Booyah Day Theme Song)",53,201246,0.472,0.88,-5.246,0.0926,0.00314,1.46e-05,0.1,0.43,125.026,"house"
"KSHMR;Tungevaag","Close Your Eyes","Close Your Eyes",58,168833,0.51,0.898,-1.218,0.0772,0.0294,3.14e-05,0.255,0.483,179.969,"house"
"Ofenbach;Lagique","Wasted Love (feat. Lagique)","Wasted Love (feat. Lagique)",75,139563,0.734,0.855,-4.578,0.135,0.0821,4.73e-06,0.0901,0.54,121.955,"house"
"Marshmello","Shockwave","Shockwave",68,181283,0.577,0.875,-2.897,0.0681,0.0231,4.69e-06,0.111,0.411,164.009,"house"
"Clean Bandit;Demi Lovato","What Is Love? (Deluxe Edition)","Solo (feat. Demi Lovato)",66,222706,0.74,0.622,-4.608,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,"house"
"Don Diablo;Zak Abel","pov: it's 2020","Bad",0,169910,0.794,0.774,-4.168,0.081,0.445,0.0101,0.172,0.674,123.981,"house"
"Kungs;JHart","pov: it's 2020","Dopamine",0,179481,0.574,0.718,-7.644,0.0337,0.309,1.6e-06,0.109,0.316,125.974,"house"
"Hot Shade;Mike Perry;Chris James","Dive","Dive",74,164490,0.654,0.787,-4.999,0.0502,0.00515,0,0.144,0.409,123.979,"house"
"Elderbrook;Rudimental","Good Enough - Easy Pop","Something About You",0,203200,0.767,0.605,-5.736,0.187,0.559,0.000363,0.193,0.657,107.041,"house"
"John De Sohn;LIAMOO","Made For You","Forever Young",65,167911,0.653,0.621,-6.045,0.0308,0.178,0,0.0952,0.584,121.98,"house"
"Kungs;Cookin' On 3 Burners","Del gusto de hermanos","This Girl - Kungs Vs. Cookin' On 3 Burners",0,195561,0.792,0.703,-4.678,0.0391,0.0874,0.000129,0.225,0.472,121.975,"house"
"Kungs;Stargate;GOLDN","Queda poco para la PAES","Be Right Here",0,191000,0.626,0.859,-3.943,0.0408,0.00364,1.89e-05,0.131,0.113,123.021,"house"
"Kungs","Night Drive Autumn/Winter 2022/23","Clap Your Hands",0,189880,0.878,0.875,-4.923,0.0658,0.0507,3.42e-05,0.356,0.84,124.006,"house"
"Kungs","pov: it's 2021","Never Going Home",0,169946,0.839,0.842,-4.703,0.0392,0.0868,0.0981,0.0548,0.96,122.028,"house"
"Kungs","EDM Gaming Music Autumn/Winter 2022","Never Going Home",0,169946,0.839,0.842,-4.703,0.0392,0.0868,0.0981,0.0548,0.96,122.028,"house"
"Kungs","Night Drive Autumn/Winter 2022/23","Never Going Home",0,169946,0.839,0.842,-4.703,0.0392,0.0868,0.0981,0.0548,0.96,122.028,"house"
"Kungs;Cookin' On 3 Burners","10's Music Grandi Successi","This Girl - Kungs Vs. Cookin' On 3 Burners",0,195561,0.792,0.703,-4.678,0.0391,0.0874,0.000129,0.225,0.472,121.975,"house"
"Kungs;Cookin' On 3 Burners","Autopilot","This Girl - Kungs Vs. Cookin' On 3 Burners",0,195561,0.792,0.703,-4.678,0.0391,0.0874,0.000129,0.225,0.472,121.975,"house"
"Bob Sinclar","Swanky Club House, Vol. 1","Summer Moonlight - Club Mix",0,360224,0.693,0.834,-4.799,0.124,0.00684,2.37e-05,0.838,0.332,127.998,"house"
"Martin Garrix;Tove Lo","Pressure (feat. Tove Lo)","Pressure (feat. Tove Lo)",70,144391,0.859,0.558,-8.991,0.0902,0.659,0.324,0.124,0.357,114.978,"house"
"TRFN;Siadou","U Do","U Do",57,195057,0.594,0.374,-8.371,0.304,0.28,0.00588,0.0918,0.147,138.568,"house"
"Joel Corry;MNEK","Head & Heart (feat. MNEK)","Head & Heart (feat. MNEK)",80,166028,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"house"
"Travis Scott;Young Thug;M.I.A.","FRANCHISE (feat. Young Thug & M.I.A.)","FRANCHISE (feat. Young Thug & M.I.A.)",70,202794,0.835,0.699,-5.405,0.277,0.00671,0,0.195,0.547,154.981,"house"
"Alesso;Liam Payne","Midnight (feat. Liam Payne)","Midnight (feat. Liam Payne)",65,220140,0.587,0.648,-6.927,0.0439,0.0561,0,0.115,0.281,144.028,"house"
"Imanbek;Goodboys","Goodbye","Goodbye",70,144000,0.741,0.931,-3.447,0.0563,0.0225,0.000102,0.191,0.517,125.011,"house"
"Kygo;OneRepublic","Lose Somebody","Lose Somebody",68,199549,0.58,0.586,-6.883,0.0357,0.344,0,0.0755,0.507,147.988,"house"
"Bob Sinclar;FISHER;Steve Edwards","World Hold On (FISHER Rework)","World Hold On - FISHER Rework",73,178304,0.771,0.883,-5.243,0.0584,0.00596,0.00607,0.135,0.895,127.008,"house"
"Martin Garrix;Clinton Kane","Drown (feat. Clinton Kane)","Drown (feat. Clinton Kane)",69,174062,0.573,0.739,-5.455,0.0581,0.212,0,0.175,0.363,120.077,"house"
"HRVY","1 Day 2 Nights","1 Day 2 Nights",47,138200,0.747,0.749,-6.337,0.0558,0.0798,1.79e-06,0.318,0.914,121.964,"house"
"Scott Rill;Dayana","Before I Die","Before I Die",56,168750,0.673,0.764,-7.878,0.296,0.0667,0.19,0.12,0.0959,105.018,"house"
"Alan Walker","Sing Me to Sleep","Sing Me to Sleep",60,189333,0.491,0.607,-6.333,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,"house"
"Topic;Bebe Rexha","Chain My Heart","Chain My Heart",70,146880,0.663,0.849,-4.462,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,"house"
"Nathan Dawe;KSI","2Step - Pop R'n'B","Lighter",2,182439,0.703,0.837,-3.606,0.0395,0.0214,4.45e-05,0.104,0.356,124.953,"house"
"Nathan Dawe;KSI","Hot Mix Pop","Lighter",0,182439,0.703,0.837,-3.606,0.0395,0.0214,4.45e-05,0.104,0.356,124.953,"house"
"Mabel","CHRISTMAS TOP HITS 2022","Loneliest Time Of Year",0,202693,0.517,0.609,-5.702,0.0291,0.0631,0,0.106,0.239,92.093,"house"
"Nathan Dawe;T. Matthias","EDM Hits","Goodbye",0,174649,0.719,0.831,-2.66,0.0299,0.0431,0.000273,0.0666,0.576,126.03,"house"
"Mabel","Pop Christmas 2022","Loneliest Time Of Year",0,202693,0.517,0.609,-5.702,0.0291,0.0631,0,0.106,0.239,92.093,"house"
"Nathan Dawe;T. Matthias","House Anthems","Goodbye",4,174649,0.719,0.831,-2.66,0.0299,0.0431,0.000273,0.0666,0.576,126.03,"house"
"Nathan Dawe;Ella Henderson","All That Really Matters - Just Hits","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Back to School!","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","It's You - Fresh Hits","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Mabel","Weihnachtspop 2022","Loneliest Time Of Year",0,202693,0.517,0.609,-5.702,0.0291,0.0631,0,0.106,0.239,92.093,"house"
"Nathan Dawe;T. Matthias","Dance Dance Dance","Goodbye",0,174649,0.719,0.831,-2.66,0.0299,0.0431,0.000273,0.0666,0.576,126.03,"house"
"Nathan Dawe;Ella Henderson","Hit After Hit","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Hits à suivre 2022","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","New Arrivals","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Upbeat 20's","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Mabel","pov: it's 2019","Mad Love",0,169813,0.622,0.796,-2.999,0.172,0.667,0,0.106,0.62,197.704,"house"
"Nathan Dawe;Ella Henderson","Beautiful Trending Hits 2022","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Hot Mix Pop","21 Reasons",1,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Cardio Tracks","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","For the Girls: Summer Hits","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","BEST WORKOUT BEATS","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Your Perfect Soundtrack","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","All Bops","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","House Anthems","21 Reasons",1,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","WORKOUT MOTIVATION","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Jaykae;Malika","10's Dance Classics","Flowers",0,197209,0.671,0.925,-4.518,0.0783,0.0152,0,0.289,0.449,126.109,"house"
"Nathan Dawe;Ella Henderson","I'm Blue - Hits of 2022","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Hits Hits Hits","21 Reasons",1,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Brandneu Dance","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Pop Hits Now","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Today's Party Hits","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Daily Pop Mix","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Nathan Dawe;Ella Henderson","Upbeat Pop","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Brando;Ninetails","Armada Music - ADE 2022","Saturday Night (Feel The Groove)",0,153925,0.692,0.775,-4.241,0.0617,0.0278,0,0.427,0.634,121.994,"house"
"Nathan Dawe;Ella Henderson","From The Ashes - New Beats","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"JP Cooper","Pop Fun and Christmas Music 2022","September Song",0,220290,0.614,0.615,-6.7,0.0444,0.054,0,0.0921,0.374,95.942,"house"
"Nathan Dawe;Ella Henderson","#Multiverse, If the Multiverse Is Real","21 Reasons",0,155253,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,"house"
"Calvin Harris","My Way","My Way",76,219159,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,"house"
"Tiësto;Dzeko;Preme;Post Malone","Jackie Chan","Jackie Chan",72,215759,0.747,0.834,-2.867,0.045,0.374,0,0.0586,0.687,128.005,"house"
"Dillon Francis;DJ Snake","Get Low","Get Low",47,214933,0.674,0.936,-4.477,0.0832,0.0302,0.661,0.556,0.75,101.035,"house"
"Shouse","Love Tonight","Love Tonight - Edit",78,241970,0.727,0.681,-7.114,0.0265,0.00214,0.000307,0.0861,0.448,123.028,"house"
"Travis Scott","ASTROWORLD","NO BYSTANDERS",73,218283,0.731,0.811,-3.225,0.0712,0.0204,0,0.411,0.426,147.045,"house"
"Armin van Buuren;Vini Vici;Hilight Tribe","Great Spirit","Great Spirit",66,215773,0.592,0.911,-7.975,0.0659,0.00608,0.0123,0.223,0.211,103.517,"house"
"The Chainsmokers;Drew Love","Sick Boy","Somebody",62,221986,0.32,0.63,-7.019,0.0493,0.192,0,0.102,0.323,203.443,"house"
"Alesso;CORSAK","Going Dumb","Going Dumb",65,168601,0.834,0.678,-6.242,0.0515,0.0546,0.263,0.103,0.551,121.995,"house"
"Gryffin;Katie Pearlman","Gravity","Nobody Compares To You (feat. Katie Pearlman)",63,231290,0.59,0.764,-4.735,0.0467,0.229,0,0.192,0.331,104.911,"house"
"Zara Larsson","So Good","Ain't My Fault",69,224030,0.576,0.782,-4.825,0.0296,0.00778,0,0.285,0.355,141.153,"house"
"Alok;Zafrir","Vale Vale","Vale Vale",48,193432,0.475,0.896,-5.696,0.0765,0.000332,0.0734,0.429,0.305,133.998,"house"
"VOLB3X;BeatsHoundz","GVNG","Dark Light",52,164571,0.665,0.714,-6.462,0.0377,0.00388,0.528,0.139,0.0353,105.068,"house"
"Years & Years;Gryffin","Electro sounds","Desire - Gryffin Remix",0,268840,0.543,0.875,-5.069,0.0514,0.0622,0,0.157,0.415,122.058,"house"
